ID,Weight,starttime,endtime,profile_gender,profile_socialgrade_cie,profile_GOR,age,voted_ge_2019,pastvote_ge_2019,pastvote_EURef,ethnicity_new,ethnicity_rc,split_EXP1,split_EXP2,split_EXP3,EXP1a,EXP1b,EXP2a,EXP2b,EXP3a,EXP3b
59,.821868756,4/18/2023 7:10:17,4/18/2023 7:22:06,2,5,8,72,1,1,2,1,1,2,2,1,9,2,9,1,79,999
60,.868584294,4/17/2023 21:58:40,4/17/2023 22:20:01,1,6,9,77,1,1,2,1,1,2,2,2,9,1,9,2,999,40
61,1.006600256,4/18/2023 7:01:52,4/18/2023 7:16:02,1,4,6,73,1,1,2,1,1,2,2,1,9,1,9,2,99,999
62,.799715873,4/17/2023 19:50:26,4/17/2023 20:11:45,2,2,9,83,1,3,2,1,1,2,1,2,9,2,1,9,999,10
63,.952461731,4/17/2023 20:26:50,4/17/2023 20:57:24,2,4,9,71,1,1,2,1,1,1,1,1,2,9,1,9,100,999
64,.55644292,4/17/2023 19:12:16,4/17/2023 19:31:36,1,1,3,78,1,1,1,1,1,1,2,2,2,9,9,1,999,90
65,.890832405,4/18/2023 4:57:07,4/18/2023 5:01:14,1,2,1,45,1,2,4,1,1,2,1,1,9,2,2,9,60,999
66,.476568629,4/17/2023 18:31:51,4/17/2023 18:45:14,2,1,4,54,1,1,1,3,2,1,1,1,2,9,2,9,100,999
67,.781310253,4/17/2023 21:14:37,4/17/2023 21:39:59,1,5,4,68,1,99,2,1,1,1,2,1,1,9,9,1,51,999
68,1.42658006,4/18/2023 7:57:30,4/18/2023 8:18:20,1,4,11,57,1,2,2,1,1,2,1,1,9,2,1,9,20,999
69,1.527372112,4/18/2023 9:09:01,4/18/2023 9:47:14,1,3,8,71,2, ,2,1,1,2,1,2,9,2,2,9,999,90
70,.777634081,4/17/2023 19:13:51,4/17/2023 19:28:06,1,4,6,65,1,2,1,1,1,2,1,1,9,1,2,9,100,999
71,.943762791,4/18/2023 6:48:16,4/18/2023 7:11:48,1,4,3,67,1,1,2,1,1,1,1,2,2,9,2,9,999,54
72,.850787083,4/17/2023 20:26:33,4/17/2023 20:43:17,2,3,6,71,1,1,2,1,1,2,2,2,9,2,9,2,999,21
73,1.076697505,4/17/2023 22:36:08,4/17/2023 23:06:17,1,1,5,73,1,1,3,1,1,2,1,2,9,1,1,9,999,33
74,.648966016,4/17/2023 18:14:16,4/17/2023 18:42:35,1,3,11,75,2, ,1,1,1,1,1,2,2,9,1,9,999,100
75,.850787083,4/17/2023 21:14:17,4/17/2023 21:33:08,2,3,6,72,1,1,2,1,1,1,2,1,2,9,9,2,100,999
76,.638374974,4/17/2023 17:34:15,4/17/2023 17:52:41,1,2,4,54,1,3,1,1,1,1,1,1,2,9,2,9,10,999
77,.613889792,4/18/2023 6:56:40,4/18/2023 7:03:35,1,3,8,42,1,1,1,1,1,1,2,2,1,9,9,2,999,0
78,.800079489,4/17/2023 19:14:46,4/17/2023 19:32:50,2,4,6,63,1,1,2,1,1,2,2,2,9,1,9,2,999,80
79,2.01502064,4/18/2023 9:49:02,4/18/2023 10:01:56,1,6,4,83,1,1,2,1,1,2,1,2,9,1,2,9,999,30
80,.614041084,4/17/2023 19:00:24,4/17/2023 19:32:27,2,5,2,47,1,2,2,1,1,2,2,2,9,1,9,2,999,100
81,.757996883,4/18/2023 8:20:02,4/18/2023 8:33:01,1,2,9,74,1,1,2,1,1,2,2,2,9,2,9,1,999,10
82,.829996822,4/17/2023 19:29:30,4/17/2023 19:49:58,1,1,11,81,1,2,1,1,1,1,1,2,2,9,1,9,999,27
83,.917395408,4/17/2023 18:38:29,4/17/2023 18:48:37,2,2,7,46,1,3,1,1,1,2,2,1,9,2,9,2,3,999
84,2.669505885,4/18/2023 9:12:44,4/18/2023 9:28:38,2,5,1,78,1,6,2,1,1,2,2,1,9,1,9,1,76,999
85,1.742358665,4/17/2023 18:14:14,4/17/2023 18:28:18,2,5,7,40,1,2,2,1,1,1,2,1,1,9,9,2,0,999
86,.963381536,4/17/2023 19:51:01,4/17/2023 20:04:43,2,3,9,59,1,1,2,1,1,2,1,1,9,1,2,9,100,999
87,.616842183,4/17/2023 21:00:15,4/17/2023 21:13:25,2,6,2,72,1,2,1,1,1,2,2,2,9,2,9,1,999,58
88,1.278739101,4/18/2023 8:58:52,4/18/2023 9:16:05,2,3,11,75,1,4,2,1,1,1,1,2,2,9,2,9,999,26
89,1.357955604,4/17/2023 21:04:11,4/17/2023 21:11:15,1,2,6,42,1,2,2,1,1,1,1,2,1,9,1,9,999,65
90,.532358466,4/18/2023 6:59:54,4/18/2023 7:08:09,2,5,5,47,1,3,1,1,1,2,1,2,9,2,2,9,999,39
91,1.45479887,4/17/2023 19:06:00,4/17/2023 19:27:44,1,3,9,37,1,2,1,1,1,2,1,2,9,1,1,9,999,68
92,.758961279,4/17/2023 17:52:41,4/17/2023 18:14:18,2,6,4,65,1,1,2,1,1,1,2,2,1,9,9,2,999,100
93,1.698379194,4/18/2023 7:31:39,4/18/2023 7:38:54,1,2,7,40,1,2,2,1,1,2,2,2,9,1,9,1,999,0
94,.952461731,4/17/2023 20:32:29,4/17/2023 21:00:35,2,4,8,73,1,1,2,1,1,2,2,2,9,1,9,2,999,97
95,.60575299,4/18/2023 8:09:07,4/18/2023 8:17:43,1,2,2,46,1,2,2,1,1,2,2,1,9,2,9,2,54,999
96,.792040738,4/17/2023 17:15:29,4/17/2023 17:28:39,1,3,4,53,1,3,1,1,1,1,2,1,2,9,9,1,50,999
97,1.595038234,4/18/2023 8:17:29,4/18/2023 8:30:48,2,5,8,68,1,2,1,1,1,2,2,1,9,2,9,2,60,999
98,.637594824,4/17/2023 21:09:00,4/17/2023 21:28:44,2,3,8,70,1,7,1,1,1,2,2,2,9,1,9,1,999,72
99,.757847902,4/17/2023 20:13:03,4/17/2023 21:04:46,2,1,3,48,1,6,2,1,1,1,2,2,2,9,9,2,999,79
100,.70187869,4/17/2023 20:06:24,4/17/2023 20:16:37,1,3,8,48,2, ,1,1,1,2,1,1,9,1,2,9,100,999
101,1.434388956,4/18/2023 7:03:07,4/18/2023 7:11:43,1,1,4,42,1,2,3,9,2,1,1,1,1,9,2,9,3,999
102,.825462147,4/18/2023 7:57:41,4/18/2023 8:20:57,1,2,9,43,1,2,1,1,1,1,1,2,2,9,1,9,999,70
103,1.218350892,4/17/2023 20:24:29,4/17/2023 21:28:32,2,1,8,67,2, ,2,1,1,1,1,2,1,9,2,9,999,64
104,.824352807,4/17/2023 19:48:41,4/17/2023 20:07:45,1,4,9,76,1,1,1,1,1,1,2,2,2,9,9,1,999,100
105,.850787083,4/18/2023 8:32:47,4/18/2023 9:01:07,2,3,8,91,1,1,2,1,1,2,2,2,9,2,9,2,999,93
106,.786804417,4/17/2023 19:41:15,4/17/2023 20:05:02,1,4,1,49,1,1,2,1,1,1,1,2,1,9,2,9,999,0
107,.629938807,4/17/2023 17:10:31,4/17/2023 17:35:38,1,2,5,76,1,3,1,1,1,2,1,2,9,1,1,9,999,100
108,.811213028,4/17/2023 21:10:04,4/17/2023 21:21:39,1,3,7,62,1,1,2,1,1,2,2,1,9,1,9,2,99,999
109,.526329516,4/17/2023 22:31:53,4/17/2023 22:46:51,2,4,6,40,1,99,2,1,1,2,1,1,9,2,2,9,1,999
110,.896156945,4/17/2023 20:12:09,4/17/2023 20:50:30,1,4,7,81,1,1,2,1,1,2,2,1,9,2,9,2,52,999
111,.820763373,4/17/2023 18:11:58,4/17/2023 18:24:58,1,3,5,75,1,2,2,1,1,2,1,2,9,1,2,9,999,100
112,.665232177,4/17/2023 23:14:11,4/17/2023 23:30:48,2,3,5,66,1,2,1,1,1,2,1,1,9,1,2,9,70,999
113,.672455783,4/18/2023 8:17:47,4/18/2023 8:36:34,2,2,3,84,1,1,2,1,1,2,1,1,9,1,1,9,51,999
114,.982433905,4/18/2023 7:55:11,4/18/2023 8:15:36,1,1,11,80,2, ,3,1,1,1,1,1,1,9,1,9,51,999
115,1.265254899,4/17/2023 17:43:50,4/17/2023 18:08:59,2,3,8,41,1,3,2,1,1,2,2,1,9,1,9,1,50,999
116,.930636113,4/17/2023 17:39:52,4/17/2023 18:07:46,2,6,8,64,1,1,2,1,1,2,2,1,9,1,9,1,49,999
117,1.658172671,4/17/2023 18:09:46,4/17/2023 18:23:54,2,6,6,63,1,1,2,1,1,1,1,2,1,9,2,9,999,31
118,1.708479363,4/18/2023 9:14:12,4/18/2023 9:31:01,1,5,6,81,1,1,1,1,1,1,1,1,2,9,2,9,60,999
119,.692151719,4/17/2023 19:41:20,4/17/2023 20:08:52,1,1,6,83,1,3,1,1,1,2,2,1,9,1,9,1,99,999
120,2.611926988,4/18/2023 7:15:21,4/18/2023 7:49:20,1,3,3,59,1,3,1,1,1,1,2,2,1,9,9,2,999,50
121,.723040105,4/17/2023 17:17:32,4/18/2023 7:57:10,2,1,7,50,1,1,2,9,2,2,2,2,9,1,9,2,999,41
122,.832196719,4/17/2023 17:21:27,4/17/2023 17:34:26,2,1,1,43,1,3,1,1,1,1,2,1,2,9,9,1,100,999
123,.731323339,4/18/2023 8:20:10,4/18/2023 8:39:14,2,4,3,72,1,1,1,1,1,2,1,2,9,1,2,9,999,63
124,.823774604,4/18/2023 8:15:20,4/18/2023 8:33:54,2,2,11,71,1,3,1,1,1,2,1,1,9,1,2,9,67,999
125,.850787083,4/17/2023 18:11:49,4/17/2023 18:23:03,2,3,9,68,1,1,2,1,1,1,1,2,1,9,1,9,999,20
126,.510620569,4/18/2023 7:28:11,4/18/2023 7:47:45,1,2,6,39,1,2,1,1,1,2,1,1,9,1,2,9,75,999
127,.734405993,4/17/2023 17:21:14,4/17/2023 17:28:37,1,1,6,64,1,1,2,1,1,2,1,2,9,2,2,9,999,59
128,.786335872,4/17/2023 19:33:43,4/17/2023 19:57:49,2,4,7,51,1,1,1,1,1,2,1,2,9,1,2,9,999,61
129,.614306002,4/18/2023 8:12:57,4/18/2023 8:31:46,1,5,9,66,2, ,2,1,1,1,2,1,2,9,9,1,100,999
130,1.356625054,4/17/2023 18:14:52,4/17/2023 18:29:46,1,4,6,47,1,1,2,1,1,1,2,1,2,9,9,1,18,999
131,1.370495348,4/17/2023 21:09:28,4/17/2023 21:43:33,1,4,7,68,1,2,1,1,1,1,1,2,2,9,2,9,999,1
132,.855897877,4/17/2023 23:24:42,4/17/2023 23:35:59,1,2,7,50,1,7,1,1,1,2,2,2,9,1,9,1,999,100
133,.846837461,4/17/2023 20:35:32,4/17/2023 20:44:24,2,5,8,38,1,2,1,1,1,1,1,2,1,9,2,9,999,10
134,1.159950558,4/17/2023 18:03:41,4/17/2023 18:34:07,2,6,4,81,1,98,2,1,1,2,1,1,9,2,2,9,30,999
135,.959504688,4/17/2023 18:36:36,4/17/2023 18:52:17,2,3,2,51,1,2,1,1,1,1,2,2,2,9,9,1,999,89
136,.770500471,4/18/2023 8:04:37,4/18/2023 8:28:45,1,1,7,61,1,3,1,1,1,1,2,2,1,9,9,1,999,100
137,.522926969,4/17/2023 19:24:42,4/17/2023 19:34:34,2,1,7,66,1,1,1,1,1,1,2,1,1,9,9,1,80,999
138,.535819587,4/17/2023 20:26:03,4/17/2023 20:42:05,2,3,6,49,1,2,1,1,1,2,1,1,9,1,1,9,0,999
139,.802101116,4/17/2023 17:09:58,4/17/2023 17:52:47,1,5,5,72,1,1,2,1,1,2,1,1,9,1,2,9,99,999
140,1.174235341,4/18/2023 8:08:26,4/18/2023 8:21:50,2,3,3,49,2, ,1,1,1,1,2,1,2,9,9,1,15,999
141,1.973986378,4/17/2023 20:13:52,4/17/2023 20:28:12,2,6,6,68,1,1,2,1,1,1,2,2,1,9,9,1,999,34
142,.850787083,4/17/2023 19:59:07,4/17/2023 20:17:59,2,3,8,72,1,1,2,1,1,2,2,2,9,2,9,2,999,58
143,.74900488,4/17/2023 18:12:40,4/17/2023 18:22:59,2,1,6,43,1,1,1,1,1,2,1,2,9,2,2,9,999,53
144,1.649885154,4/17/2023 18:32:46,4/17/2023 18:39:27,1,3,7,42,1,2,1,1,1,2,1,1,9,1,1,9,46,999
145,.749984863,4/17/2023 20:10:28,4/17/2023 20:18:28,2,2,5,61,1,1,2,1,1,2,1,1,9,1,1,9,100,999
146,1.071319555,4/17/2023 17:05:53,4/17/2023 17:31:41,1,3,1,54,1,1,2,1,1,1,2,1,1,9,9,2,99,999
147,.486822303,4/18/2023 8:07:37,4/18/2023 8:20:39,2,1,8,52,1,2,1,1,1,2,1,1,9,1,1,9,79,999
148,.628990755,4/17/2023 19:47:15,4/17/2023 20:07:07,1,3,7,85,2, ,2,1,1,2,2,1,9,2,9,2,100,999
149,.76814801,4/17/2023 19:11:18,4/17/2023 19:20:31,1,1,8,58,1,1,2,1,1,1,1,1,1,9,2,9,100,999
150,1.774995229,4/18/2023 8:00:53,4/18/2023 8:16:00,2,2,6,42,1,2,1,1,1,1,1,1,2,9,2,9,100,999
151,.588456847,4/17/2023 22:02:35,4/17/2023 22:23:37,1,3,3,43,1,2,1,1,1,1,2,1,1,9,9,2,1,999
152,.756476889,4/17/2023 17:11:05,4/17/2023 17:21:01,2,3,1,46,1,7,1,1,1,1,1,1,2,9,2,9,50,999
153,.814362536,4/17/2023 19:54:53,4/17/2023 20:11:40,1,5,2,68,1,1,2,1,1,1,2,2,1,9,9,2,999,80
154,.930454379,4/18/2023 6:14:23,4/18/2023 6:28:05,1,3,1,45,1,1,1,1,1,1,1,1,2,9,2,9,98,999
155,.679461004,4/17/2023 22:10:06,4/17/2023 22:15:08,1,1,3,68,1,1,2,1,1,2,1,2,9,1,2,9,999,50
156,2.880628262,4/17/2023 20:16:37,4/17/2023 20:33:33,2,3,2,67,1,2,3,1,1,1,1,1,2,9,1,9,72,999
157,.845506176,4/18/2023 9:11:59,4/18/2023 9:29:54,2,6,7,72,2, ,3,1,1,1,1,2,2,9,2,9,999,100
158,1.012974394,4/18/2023 9:13:15,4/18/2023 9:34:29,1,5,8,68,1,3,2,1,1,1,2,2,2,9,9,1,999,80
159,1.368840119,4/18/2023 9:42:23,4/18/2023 9:54:40,2,3,10,42,2, ,3,1,1,2,1,2,9,1,2,9,999,25
160,2.302517669,4/17/2023 17:30:10,4/17/2023 17:45:45,1,6,6,55,2, ,3,1,1,2,2,1,9,2,9,2,72,999
161,1.021574906,4/17/2023 21:34:42,4/17/2023 21:45:45,1,1,6,41,1,1,2,13,2,1,2,2,1,9,9,1,999,92
162,.558722018,4/17/2023 20:35:16,4/17/2023 21:38:47,1,4,7,59,2, ,1,14,2,1,2,1,2,9,9,1,100,999
163,.933324367,4/18/2023 9:11:38,4/18/2023 9:22:28,2,3,11,72,1,1,1,1,1,2,2,2,9,1,9,2,999,100
164,1.650575046,4/17/2023 19:12:44,4/17/2023 19:25:54,1,4,8,67,1,3,3,1,1,1,1,1,1,9,2,9,100,999
165,.772785533,4/17/2023 20:30:20,4/17/2023 21:15:37,2,4,4,50,1,1,2,1,1,2,2,2,9,2,9,1,999,95
166,.963381536,4/17/2023 19:04:43,4/17/2023 19:28:18,2,3,8,51,1,1,2,1,1,1,2,1,2,9,9,1,76,999
167,.933964399,4/17/2023 22:12:37,4/17/2023 22:44:05,2,6,4,52,1,1,1,1,1,1,2,2,2,9,9,2,999,51
168,1.164514994,4/18/2023 8:05:59,4/18/2023 8:20:42,2,3,12,64,1,98,1,1,1,2,1,1,9,1,2,9,81,999
169,.82810778,4/17/2023 17:18:26,4/17/2023 17:28:09,2,4,2,59,1,1,1,1,1,1,1,2,1,9,1,9,999,66
170,.599492382,4/17/2023 19:04:43,4/17/2023 19:22:41,1,1,10,79,1,5,1,1,1,2,1,1,9,1,2,9,100,999
171,1.071319555,4/18/2023 5:56:19,4/18/2023 6:27:37,1,3,3,58,1,1,2,1,1,1,1,2,2,9,1,9,999,100
172,1.006600256,4/18/2023 7:17:51,4/18/2023 7:33:43,1,4,6,76,1,1,2,1,1,2,2,2,9,2,9,1,999,69
173,.741943366,4/18/2023 8:05:38,4/18/2023 8:22:57,1,1,5,56,1,1,2,1,1,2,1,2,9,2,1,9,999,51
174,.999372671,4/17/2023 19:27:26,4/17/2023 19:38:00,1,4,5,49,2, ,1,1,1,1,1,2,1,9,2,9,999,96
175,.829706556,4/17/2023 19:04:50,4/17/2023 19:15:54,1,2,7,48,1,7,1,1,1,1,1,2,2,9,2,9,999,50
176,.972261039,4/18/2023 8:43:06,4/18/2023 8:58:51,1,4,4,67,1,1,2,1,1,2,2,1,9,1,9,1,100,999
177,.876634339,4/17/2023 20:54:20,4/17/2023 21:09:41,2,3,8,37,1,2,1,1,1,2,2,2,9,1,9,1,999,100
178,.986393671,4/18/2023 6:10:18,4/18/2023 6:25:07,1,4,4,63,1,1,2,1,1,2,2,2,9,1,9,2,999,80
179,1.034055805,4/17/2023 21:14:33,4/17/2023 21:21:27,2,5,6,44,1,2,2,1,1,2,2,1,9,2,9,2,25,999
180,.879019132,4/18/2023 8:22:20,4/18/2023 8:34:50,2,4,10,67,1,2,1,1,1,1,2,2,2,9,9,1,999,50
181,.668968688,4/18/2023 8:54:49,4/18/2023 9:08:28,1,2,12,59,1,98,1,1,1,1,1,2,2,9,2,9,999,100
182,.932833423,4/17/2023 20:35:06,4/18/2023 7:40:07,1,2,8,46,1,3,1,1,1,2,2,2,9,1,9,1,999,100
183,.965057798,4/18/2023 7:24:05,4/18/2023 7:38:53,1,6,3,81,1,3,2,1,1,1,2,1,1,9,9,1,30,999
184,.699978287,4/17/2023 17:09:21,4/17/2023 17:14:57,1,1,5,69,1,1,2,19, ,1,1,2,2,9,2,9,999,44
185,.899146358,4/18/2023 9:09:41,4/18/2023 9:30:34,1,3,9,72,1,1,2,1,1,1,1,1,2,9,2,9,100,999
186,.385023433,4/18/2023 7:02:33,4/18/2023 7:13:40,2,3,9,40,99, ,1,1,1,2,2,2,9,1,9,1,999,55
187,1.445224633,4/18/2023 9:31:01,4/18/2023 9:45:28,2,3,8,73,2, ,2,1,1,1,1,1,2,9,1,9,80,999
188,.649102119,4/17/2023 20:03:09,4/17/2023 20:07:52,1,5,1,35,1,1,2,9,2,2,1,2,9,2,1,9,999,37
189,3.005128237,4/18/2023 9:35:18,4/18/2023 9:49:04,2,3,6,71,1,1,3,1,1,1,1,1,1,9,2,9,1,999
190,.717229127,4/18/2023 8:24:39,4/18/2023 8:36:05,2,1,9,76,1,1,2,1,1,2,2,2,9,1,9,2,999,100
191,.888479919,4/17/2023 17:10:28,4/17/2023 17:38:49,2,3,8,46,1,1,1,19, ,2,1,1,9,1,1,9,2,999
192,.940509444,4/18/2023 7:55:39,4/18/2023 8:55:54,1,4,10,54,1,1,2,1,1,2,2,1,9,1,9,1,72,999
193,1.095732762,4/17/2023 21:15:51,4/17/2023 21:37:20,1,4,8,61,1,1,1,1,1,1,1,2,2,9,1,9,999,99
194,1.006600256,4/17/2023 20:07:39,4/17/2023 20:35:31,1,4,9,82,1,1,2,1,1,1,1,2,2,9,1,9,999,98
195,1.010617804,4/17/2023 18:31:45,4/17/2023 18:40:58,1,2,7,55,1,3,1,1,1,1,1,2,2,9,2,9,999,77
196,.623444157,4/18/2023 8:15:42,4/18/2023 8:35:17,2,1,5,72,1,3,1,1,1,2,1,2,9,1,2,9,999,50
197,.821868756,4/17/2023 19:15:23,4/17/2023 20:03:30,2,5,6,74,1,1,2,1,1,2,1,2,9,1,2,9,999,47
